class_weight,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,validation_position_accuracy,fit_seconds,predict_seconds
,,sqrt,1,10,200,0.7182044887780549,5.955923803965561,0.059478814946487546
,,sqrt,1,10,300,0.7256857855361596,8.614041603985243,0.079485650989227
,,sqrt,1,10,500,0.7381546134663342,14.360147395986132,0.09971646300982684
,,sqrt,1,10,800,0.743142144638404,22.91625562706031,0.1623068229528144
,,sqrt,2,2,200,0.7182044887780549,5.912279066047631,0.056910419021733105
,,sqrt,2,2,300,0.7281795511221946,8.857401357032359,0.0677443069871515
,,sqrt,2,2,500,0.7256857855361596,14.43986010295339,0.10895477898884565
,,sqrt,2,2,800,0.7356608478802993,23.188745551975444,0.1626241869525984
,,sqrt,2,5,200,0.71571072319202,5.822207583929412,0.05840395705308765
,,sqrt,2,5,300,0.7256857855361596,8.765104576013982,0.08007498004008085
,,sqrt,2,5,500,0.7256857855361596,14.540139248943888,0.10995013196952641
,,sqrt,2,5,800,0.7231920199501247,23.161714617046528,0.1538520980393514
,,sqrt,2,10,200,0.6982543640897756,5.652017442975193,0.056366824079304934
,,sqrt,2,10,300,0.71571072319202,8.504065572982654,0.07792964903637767
,,sqrt,2,10,500,0.7256857855361596,14.172738494933583,0.10004468890838325
,,sqrt,2,10,800,0.7331670822942643,22.511723316973075,0.16161008703056723
,,sqrt,4,2,200,0.7082294264339152,5.416638560011052,0.056558754993602633
,,sqrt,4,2,300,0.7206982543640897,8.068239081068896,0.07796668505761772
,,sqrt,4,2,500,0.7182044887780549,13.397697694948874,0.10976151609793305
,,sqrt,4,2,800,0.7231920199501247,21.46232750697527,0.15267847292125225
,,sqrt,4,5,200,0.7082294264339152,5.357185348053463,0.056036022026091814
,,sqrt,4,5,300,0.7206982543640897,8.169095628079958,0.06820047402288765
